SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL
ARUNACHAL PRADESH,1992.00,33.20,128.90,184.60,196.40,239.20,522.90,557.20,294.30,328.20,201.50,11.50,8.90,2707.00
ARUNACHAL PRADESH,1993.00,95.70,125.40,134.40,130.60,408.30,569.50,619.20,691.90,323.10,228.60,14.70,7.50,3348.90
ARUNACHAL PRADESH,1994.00,48.20,72.60,215.30,232.10,382.90,416.10,233.00,280.20,225.00,161.60,14.10,6.20,2287.40
ARUNACHAL PRADESH,1995.00,20.60,79.90,84.30,198.80,363.90,686.90,714.50,328.80,425.10,82.40,51.00,32.60,3068.80
ARUNACHAL PRADESH,1996.00,35.70,56.20,163.60,171.40,398.20,316.20,593.00,372.10,191.20,212.50,9.10,1.40,2520.50
ARUNACHAL PRADESH,1997.00,26.20,68.50,158.50,94.70,212.60,548.00,395.20,237.00,403.50,58.50,45.90,26.30,2274.90
ARUNACHAL PRADESH,1998.00,26.70,78.80,193.60,125.00,275.00,839.80,823.80,807.00,236.80,187.20,20.50,2.50,3616.70
ARUNACHAL PRADESH,1999.00,7.90,6.10,40.40,159.60,343.20,450.00,376.90,438.10,254.00,207.90,28.30,4.30,2316.60
ARUNACHAL PRADESH,2000.00,54.10,47.10,139.90,293.80,267.20,459.80,395.40,387.40,407.40,81.30,53.90,9.60,2596.80
ARUNACHAL PRADESH,2001.00,53.10,66.60,134.90,229.90,195.60,277.20,302.60,279.90,288.10,173.80,19.30,14.90,2036.00
ARUNACHAL PRADESH,2002.00,74.20,37.20,126.30,248.20,197.10,396.80,604.00,290.70,257.90,94.00,45.00,17.90,2389.20
ARUNACHAL PRADESH,2003.00,22.90,83.20,109.60,182.00,173.50,424.30,645.30,327.20,259.90,182.60,25.00,16.20,2451.80
ARUNACHAL PRADESH,2004.00,38.00,39.10,175.50,210.20,298.70,402.90,654.30,243.00,278.50,184.80,5.60,15.20,2545.70
ARUNACHAL PRADESH,2005.00,48.40,167.60,229.50,195.30,179.80,269.30,430.80,400.00,243.60,139.30,28.60,3.30,2335.50
ARUNACHAL PRADESH,2006.00,6.00,103.70,63.30,202.70,321.70,520.40,382.20,227.60,263.20,77.20,69.70,21.70,2259.60
ARUNACHAL PRADESH,2007.00,13.40,97.40,48.10,292.40,250.40,530.20,761.00,364.60,529.30,102.60,24.30,6.90,3020.70
ARUNACHAL PRADESH,2008.00,76.70,39.70,122.60,192.40,185.00,423.60,456.10,439.30,189.70,115.10,1.70,2.60,2244.40
ARUNACHAL PRADESH,2009.00,18.00,92.80,72.10,132.70,189.90,259.10,329.90,370.30,152.50,82.90,33.90,15.90,1749.90
ARUNACHAL PRADESH,2010.00,0.60,13.20,237.80,466.90,312.70,509.90,378.00,321.50,444.20,97.70,58.90,14.20,2855.70
ARUNACHAL PRADESH,2011.00,40.00,51.30,174.50,240.80,219.60,288.40,531.40,277.60,286.70,51.90,16.20,15.20,2193.70
ARUNACHAL PRADESH,2012.00,57.80,35.80,134.20,403.40,187.40,645.80,638.90,316.00,724.90,248.10,22.00,26.20,3440.30
ARUNACHAL PRADESH,2013.00,18.50,40.50,115.10,175.10,335.80,290.00,329.60,230.20,316.10,164.10,13.30,14.60,2042.90
ARUNACHAL PRADESH,2014.00,19.00,101.90,80.30,86.70,299.00,415.80,392.40,599.60,343.00,35.10,20.10,10.20,2403.20
ARUNACHAL PRADESH,2015.00,30.80,47.50,97.50,287.10,238.90,637.90,329.30,595.50,374.20,65.20,33.80,29.80,2767.50
ASSAM & MEGHALAYA,1901.00,27.10,19.50,30.60,223.00,207.00,524.90,430.60,464.10,291.40,163.70,115.60,1.20,2498.60
ASSAM & MEGHALAYA,1902.00,9.30,10.20,105.60,350.00,262.10,620.70,510.80,536.00,441.30,97.00,7.80,1.30,2952.10
ASSAM & MEGHALAYA,1903.00,19.90,25.40,103.60,140.60,206.60,607.40,362.70,551.90,306.40,159.50,59.30,1.30,2544.70
ASSAM & MEGHALAYA,1904.00,11.10,56.10,51.90,457.10,375.20,385.70,477.60,438.80,245.90,115.90,46.40,2.50,2664.10
ASSAM & MEGHALAYA,1905.00,19.90,16.90,137.90,213.00,275.50,521.70,439.10,649.10,276.00,200.00,16.80,24.80,2790.60
ASSAM & MEGHALAYA,1906.00,9.70,59.20,88.40,263.50,271.30,388.40,541.80,585.90,264.20,165.70,24.90,0.20,2663.40
ASSAM & MEGHALAYA,1907.00,55.80,37.20,109.70,254.80,213.70,509.80,578.90,304.20,401.00,37.60,4.80,13.80,2521.10
ASSAM & MEGHALAYA,1908.00,16.20,25.10,20.70,176.60,332.70,390.80,477.20,339.40,403.40,91.90,3.80,0.00,2277.80
ASSAM & MEGHALAYA,1909.00,19.00,8.90,4.40,195.00,310.40,639.40,345.00,445.20,216.40,162.40,24.60,6.30,2377.00
ASSAM & MEGHALAYA,1910.00,9.20,32.10,152.80,211.50,274.60,582.50,738.30,418.30,247.80,199.70,16.20,4.30,2887.30
ASSAM & MEGHALAYA,1911.00,74.20,19.00,93.00,234.00,431.70,534.00,618.60,417.10,387.80,257.40,26.30,3.00,3096.20
ASSAM & MEGHALAYA,1912.00,9.00,57.80,126.10,301.00,250.20,482.70,567.00,453.40,236.80,181.50,68.40,9.50,2743.50
ASSAM & MEGHALAYA,1913.00,11.90,90.20,118.40,334.20,392.30,458.60,438.00,354.00,279.20,227.70,10.40,45.60,2760.50
ASSAM & MEGHALAYA,1914.00,6.30,79.10,69.90,219.60,317.90,403.90,396.40,472.90,292.30,67.60,10.60,7.40,2343.80
ASSAM & MEGHALAYA,1915.00,9.30,58.90,74.40,201.90,662.90,509.10,738.20,529.10,258.80,108.20,10.00,4.40,3165.10
ASSAM & MEGHALAYA,1916.00,20.00,28.00,118.40,227.90,340.60,367.30,475.30,430.70,308.80,244.90,32.80,6.30,2601.10
ASSAM & MEGHALAYA,1917.00,12.80,91.60,38.70,168.80,206.20,584.70,472.80,346.30,313.70,236.60,46.40,1.40,2519.90
ASSAM & MEGHALAYA,1918.00,4.60,16.10,125.50,152.20,287.40,659.40,805.00,604.80,373.20,70.70,6.80,1.10,3106.80
ASSAM & MEGHALAYA,1919.00,13.10,12.40,22.60,162.10,266.90,485.50,459.00,249.10,441.60,185.70,42.50,3.60,2344.20
ASSAM & MEGHALAYA,1920.00,4.80,51.00,228.10,184.80,282.70,523.80,309.80,521.50,382.60,129.50,3.30,1.80,2623.60
ASSAM & MEGHALAYA,1921.00,35.10,20.30,134.10,324.60,414.80,604.90,542.20,429.40,333.20,142.10,8.50,10.30,2999.70
ASSAM & MEGHALAYA,1922.00,16.60,4.90,77.80,168.70,233.10,548.90,418.40,379.40,265.60,129.90,9.30,9.40,2261.90
ASSAM & MEGHALAYA,1923.00,0.40,59.60,17.10,258.10,397.80,588.60,375.40,267.20,360.90,98.20,11.20,5.90,2440.60
ASSAM & MEGHALAYA,1924.00,10.60,22.70,20.00,221.90,299.40,473.90,609.00,434.00,346.00,127.00,126.90,0.20,2691.40
ASSAM & MEGHALAYA,1925.00,26.40,21.50,53.80,278.30,602.20,330.80,411.10,400.70,322.30,89.50,13.70,0.20,2550.50
ASSAM & MEGHALAYA,1926.00,23.40,23.20,156.90,140.80,253.90,559.30,576.50,354.70,189.20,193.70,6.40,33.60,2511.70
ASSAM & MEGHALAYA,1927.00,33.80,60.50,66.00,265.20,238.40,573.90,447.70,366.40,549.80,161.20,29.80,0.20,2793.10
ASSAM & MEGHALAYA,1928.00,8.30,21.10,61.00,138.90,446.50,420.60,428.10,448.20,343.50,294.80,21.60,1.50,2634.30
ASSAM & MEGHALAYA,1929.00,83.90,3.80,84.10,321.70,570.20,643.40,385.00,333.20,292.80,196.00,17.60,22.10,2953.80
ASSAM & MEGHALAYA,1930.00,18.00,41.00,99.80,199.40,209.80,686.90,287.80,438.50,299.10,149.90,114.40,6.20,2550.70
ASSAM & MEGHALAYA,1931.00,7.60,29.20,47.60,294.70,374.00,605.60,654.60,282.00,330.20,136.70,21.60,16.30,2800.10
ASSAM & MEGHALAYA,1932.00,14.90,36.70,59.10,163.20,488.60,628.50,454.60,467.30,355.80,108.40,90.90,20.60,2888.70
ASSAM & MEGHALAYA,1933.00,10.30,29.00,16.70,214.40,286.70,477.20,427.10,501.70,243.10,122.10,8.10,2.70,2339.10
ASSAM & MEGHALAYA,1934.00,18.50,68.20,27.10,301.20,444.60,754.50,553.20,361.80,246.80,232.80,59.80,6.30,3074.90
ASSAM & MEGHALAYA,1935.00,3.40,53.20,66.50,122.10,381.50,696.90,395.20,573.90,335.00,28.10,19.80,2.90,2678.40
ASSAM & MEGHALAYA,1936.00,13.60,58.70,75.70,217.80,422.80,456.10,559.90,356.40,283.50,179.60,24.00,23.20,2671.30
ASSAM & MEGHALAYA,1937.00,2.20,51.10,19.30,97.40,406.60,422.50,409.20,480.50,278.10,139.30,13.50,4.90,2324.60
ASSAM & MEGHALAYA,1938.00,27.20,16.20,138.00,202.00,247.30,581.00,510.60,435.20,431.40,141.80,55.20,0.60,2786.50
ASSAM & MEGHALAYA,1939.00,1.50,33.60,11.20,178.30,349.60,533.70,484.90,224.90,389.00,190.10,2.80,1.90,2401.60
ASSAM & MEGHALAYA,1940.00,1.50,57.90,180.80,72.60,391.90,500.50,435.40,330.80,353.70,98.10,19.00,9.50,2451.60
ASSAM & MEGHALAYA,1941.00,4.50,32.70,53.80,245.10,522.40,541.70,409.40,361.80,368.10,143.30,16.70,9.90,2709.50
ASSAM & MEGHALAYA,1942.00,7.40,25.30,130.90,233.50,469.10,618.80,332.90,328.80,462.90,40.00,27.50,0.00,2677.00
ASSAM & MEGHALAYA,1943.00,54.40,34.10,170.60,247.70,406.60,513.30,391.90,417.90,365.00,86.70,9.40,6.20,2703.70
ASSAM & MEGHALAYA,1944.00,39.20,21.30,62.90,139.00,518.00,490.60,386.90,304.10,455.60,89.70,7.20,9.90,2524.30
ASSAM & MEGHALAYA,1945.00,37.00,39.70,67.50,139.50,396.50,500.50,507.70,493.50,283.20,196.60,1.10,2.90,2665.70
ASSAM & MEGHALAYA,1946.00,0.40,19.40,102.60,178.50,328.00,582.60,547.00,297.90,266.80,346.30,8.60,1.40,2679.50
ASSAM & MEGHALAYA,1947.00,3.90,9.00,83.90,243.40,380.20,486.40,570.80,285.00,362.30,202.20,3.00,13.10,2643.30
ASSAM & MEGHALAYA,1948.00,10.10,42.40,59.50,260.40,681.20,599.40,534.80,448.30,314.40,176.60,50.60,7.80,3185.40
ASSAM & MEGHALAYA,1949.00,22.90,23.10,76.00,371.00,335.90,683.40,444.10,461.90,392.60,148.30,13.00,11.10,2983.40
ASSAM & MEGHALAYA,1950.00,21.20,51.20,93.50,112.90,282.10,562.00,389.50,490.90,200.70,134.60,49.90,3.90,2392.40
ASSAM & MEGHALAYA,1951.00,4.90,3.30,53.50,242.90,250.40,588.80,550.50,387.40,209.70,270.50,46.20,5.80,2613.80
ASSAM & MEGHALAYA,1952.00,4.40,10.40,107.50,155.90,465.60,399.90,573.90,467.60,343.70,277.10,43.20,2.10,2851.30
ASSAM & MEGHALAYA,1953.00,18.00,13.30,227.30,157.40,377.70,405.50,461.90,284.50,451.50,144.00,5.80,13.10,2559.90
ASSAM & MEGHALAYA,1954.00,22.00,45.70,40.60,266.00,490.30,594.30,572.20,427.30,218.80,155.50,2.00,24.50,2859.10
ASSAM & MEGHALAYA,1955.00,9.20,9.50,143.50,210.20,328.80,546.50,567.00,415.80,283.30,149.30,89.60,8.50,2761.20
ASSAM & MEGHALAYA,1956.00,29.80,3.20,121.70,204.80,533.50,712.40,440.30,382.10,171.90,149.30,44.30,9.60,2802.90
ASSAM & MEGHALAYA,1957.00,66.90,33.50,20.10,136.00,449.20,446.00,407.20,366.60,208.70,99.90,12.20,10.70,2257.20
ASSAM & MEGHALAYA,1958.00,18.80,44.20,10.30,192.40,545.20,393.20,361.10,546.90,278.70,212.40,4.60,18.70,2626.40
ASSAM & MEGHALAYA,1959.00,30.80,45.60,109.90,144.10,470.60,517.60,364.20,255.90,286.80,301.70,8.30,0.20,2535.80
ASSAM & MEGHALAYA,1960.00,0.10,11.10,38.70,45.90,315.20,454.80,553.70,349.20,479.40,60.90,29.30,3.90,2342.20
ASSAM & MEGHALAYA,1961.00,11.50,19.70,253.80,123.00,355.80,335.40,352.90,347.40,226.10,128.10,34.80,6.90,2195.30
ASSAM & MEGHALAYA,1962.00,24.90,27.60,17.30,134.70,369.00,601.40,338.80,509.80,137.40,118.20,11.10,5.80,2295.90
ASSAM & MEGHALAYA,1963.00,3.30,7.90,51.10,183.30,288.40,596.00,557.30,432.00,211.70,144.10,29.40,7.20,2511.80
ASSAM & MEGHALAYA,1964.00,9.60,22.60,80.70,268.30,297.40,557.90,600.30,340.40,326.30,205.10,8.30,12.80,2729.60
ASSAM & MEGHALAYA,1965.00,5.10,73.60,52.50,158.20,327.10,501.00,399.60,422.10,304.00,82.40,60.80,12.50,2398.90
ASSAM & MEGHALAYA,1966.00,20.00,23.60,36.10,164.30,323.70,780.50,507.10,518.20,248.10,124.50,31.80,11.40,2789.30
ASSAM & MEGHALAYA,1967.00,11.40,37.30,105.90,112.00,287.50,395.70,497.70,258.90,300.60,97.60,14.50,4.20,2123.40
ASSAM & MEGHALAYA,1968.00,22.90,19.80,78.20,170.80,432.30,595.00,494.10,346.00,231.70,113.80,23.90,2.30,2530.80
ASSAM & MEGHALAYA,1969.00,27.40,1.80,99.70,178.70,254.10,567.20,461.10,446.70,185.40,80.90,27.50,1.80,2332.20
ASSAM & MEGHALAYA,1970.00,47.00,35.80,89.70,204.80,493.40,658.30,475.30,389.20,390.70,246.40,17.80,0.10,3048.40
ASSAM & MEGHALAYA,1971.00,36.90,18.40,37.60,142.90,236.30,437.10,407.90,474.80,231.60,199.50,80.00,12.10,2315.10
ASSAM & MEGHALAYA,1972.00,18.00,39.60,99.30,260.30,339.30,576.20,441.00,271.00,227.10,99.10,2.90,5.30,2379.10
ASSAM & MEGHALAYA,1973.00,9.80,82.80,28.90,252.10,324.50,634.40,364.60,395.00,348.60,128.70,67.40,35.30,2672.10
ASSAM & MEGHALAYA,1974.00,31.60,11.40,78.70,255.80,369.40,627.00,789.30,510.90,429.10,271.00,27.10,2.30,3403.50
ASSAM & MEGHALAYA,1975.00,10.00,22.30,18.80,227.90,321.20,337.60,522.40,314.80,299.10,172.70,18.00,5.80,2270.60
ASSAM & MEGHALAYA,1976.00,5.70,36.30,92.60,139.40,179.50,509.70,390.50,358.50,149.10,67.30,24.30,3.10,1956.00
ASSAM & MEGHALAYA,1977.00,9.10,16.20,74.40,375.10,391.60,405.00,461.30,461.90,176.90,175.70,47.70,21.80,2616.60
ASSAM & MEGHALAYA,1978.00,5.00,8.20,44.30,100.90,253.70,506.60,444.00,255.80,271.80,65.00,55.90,0.60,2011.90
ASSAM & MEGHALAYA,1979.00,3.30,8.70,38.20,93.80,225.60,307.80,640.10,252.40,342.30,216.60,23.40,36.20,2188.50
ASSAM & MEGHALAYA,1980.00,13.10,36.30,96.90,173.20,289.40,389.50,460.00,417.80,269.80,141.60,1.00,0.60,2289.20
ASSAM & MEGHALAYA,1981.00,29.60,30.70,91.00,152.10,251.50,273.10,543.50,340.70,274.50,47.50,9.00,36.10,2079.30
ASSAM & MEGHALAYA,1982.00,1.80,31.10,50.60,254.30,215.50,517.20,539.90,377.20,286.40,62.00,29.90,16.40,2382.20
ASSAM & MEGHALAYA,1983.00,16.40,37.80,90.00,165.90,278.20,362.00,582.90,450.20,449.10,156.70,7.00,24.00,2620.00
ASSAM & MEGHALAYA,1984.00,22.40,7.20,28.60,202.80,416.00,478.50,995.20,360.70,458.00,159.60,5.70,22.20,3157.00
ASSAM & MEGHALAYA,1985.00,8.70,32.30,152.60,268.10,335.00,496.00,714.60,349.40,335.10,74.40,15.80,19.70,2801.60
ASSAM & MEGHALAYA,1986.00,16.40,11.70,28.00,282.80,159.70,404.20,465.00,416.40,441.10,300.50,59.50,7.40,2592.80
ASSAM & MEGHALAYA,1987.00,8.80,27.80,110.40,197.60,199.00,525.80,766.50,433.00,445.40,157.80,37.60,11.90,2921.40
ASSAM & MEGHALAYA,1988.00,7.30,46.10,82.30,157.90,568.60,403.80,644.20,773.40,329.60,168.30,74.30,5.90,3261.70
ASSAM & MEGHALAYA,1989.00,10.50,51.60,30.40,183.40,260.10,488.80,747.00,267.90,425.80,194.10,16.20,6.50,2682.10
ASSAM & MEGHALAYA,1990.00,19.20,46.90,96.70,333.70,304.10,513.80,446.40,348.80,441.10,208.30,7.00,5.20,2771.20
ASSAM & MEGHALAYA,1991.00,13.70,30.20,62.10,175.70,495.80,517.80,440.50,388.20,437.30,226.20,9.40,41.10,2838.00
ASSAM & MEGHALAYA,1992.00,14.70,46.30,62.00,114.50,292.30,450.90,491.40,339.30,296.90,125.00,14.30,12.10,2259.80
ASSAM & MEGHALAYA,1993.00,73.30,96.90,86.10,138.50,374.00,619.50,576.90,477.50,296.00,130.30,8.20,2.00,2879.20
ASSAM & MEGHALAYA,1994.00,26.60,42.50,157.20,161.30,282.00,477.60,308.60,308.70,178.50,147.00,15.90,15.40,2121.30
ASSAM & MEGHALAYA,1995.00,8.70,39.70,42.00,145.70,299.10,663.30,558.40,543.30,404.00,80.70,94.00,7.10,2886.10
ASSAM & MEGHALAYA,1996.00,12.80,23.20,101.60,99.20,415.60,397.70,499.60,421.80,224.40,267.20,3.50,0.20,2466.90
ASSAM & MEGHALAYA,1997.00,18.20,40.70,91.80,131.90,241.80,569.90,511.20,315.50,366.80,36.40,12.60,35.40,2372.20
ASSAM & MEGHALAYA,1998.00,11.80,31.50,136.80,185.70,250.60,581.20,604.40,549.50,212.30,190.00,48.90,0.40,2803.10
ASSAM & MEGHALAYA,1999.00,2.40,0.50,38.70,150.60,466.80,429.00,596.70,487.50,196.90,208.60,14.10,2.30,2594.20
ASSAM & MEGHALAYA,2000.00,20.50,13.70,65.90,238.50,375.10,540.20,313.30,513.20,299.90,83.90,22.20,0.40,2487.00
ASSAM & MEGHALAYA,2001.00,5.50,39.70,30.90,198.60,266.40,399.80,451.10,295.60,266.80,201.40,20.50,2.30,2178.40
ASSAM & MEGHALAYA,2002.00,20.20,5.70,83.30,279.90,286.90,502.50,565.10,312.50,209.70,49.50,69.40,7.90,2392.70
ASSAM & MEGHALAYA,2003.00,9.50,41.50,96.90,213.80,235.80,551.40,481.20,290.70,250.00,231.80,13.00,18.60,2434.10
ASSAM & MEGHALAYA,2004.00,15.30,19.50,72.80,340.80,342.20,397.90,848.40,286.20,317.20,340.80,6.50,6.60,2994.30
ASSAM & MEGHALAYA,2005.00,22.80,30.50,172.20,207.50,281.20,373.90,474.50,501.90,174.90,218.60,8.90,1.30,2468.30
ASSAM & MEGHALAYA,2006.00,0.70,40.90,20.80,169.00,325.70,395.90,350.30,209.70,252.30,97.60,25.10,10.70,1898.60
ASSAM & MEGHALAYA,2007.00,1.50,73.70,23.50,242.70,219.80,489.70,682.70,308.00,494.70,164.70,47.70,4.00,2752.80
ASSAM & MEGHALAYA,2008.00,29.70,14.50,107.50,156.20,210.60,414.60,493.20,508.60,267.50,133.40,2.20,1.60,2339.70
ASSAM & MEGHALAYA,2009.00,7.90,11.60,44.90,134.90,246.50,321.10,426.30,533.80,192.30,135.90,9.00,4.00,2068.20
ASSAM & MEGHALAYA,2010.00,0.50,3.10,99.60,389.30,393.40,569.70,415.10,387.00,318.30,116.20,11.60,7.60,2711.50
ASSAM & MEGHALAYA,2011.00,11.10,11.40,109.00,92.10,238.30,316.00,395.80,302.60,221.60,30.20,11.90,3.50,1743.40
ASSAM & MEGHALAYA,2012.00,15.20,6.90,28.80,279.10,185.80,729.70,444.30,289.20,411.60,199.40,17.10,2.30,2609.40
ASSAM & MEGHALAYA,2013.00,1.10,9.60,44.00,112.80,346.70,286.20,367.80,289.70,229.30,126.30,1.00,2.00,1816.40
ASSAM & MEGHALAYA,2014.00,2.00,28.30,29.30,51.50,351.10,426.40,374.40,484.60,420.20,35.00,3.00,0.40,2206.10
ASSAM & MEGHALAYA,2015.00,13.40,15.50,37.50,250.90,332.50,558.50,300.10,590.90,279.90,62.60,14.00,15.20,2470.90
NAGA MANI MIZO TRIPURA,1901.00,11.70,18.10,29.40,206.20,124.00,443.30,331.40,466.00,304.10,166.70,67.40,0.00,2168.40
NAGA MANI MIZO TRIPURA,1902.00,4.80,0.50,36.30,297.80,215.50,480.10,392.40,312.80,318.70,102.40,8.90,4.70,2175.00
NAGA MANI MIZO TRIPURA,1903.00,6.50,40.50,139.80,45.50,159.90,458.60,300.20,470.60,366.10,166.40,76.70,0.10,2230.70
NAGA MANI MIZO TRIPURA,1904.00,2.30,46.90,47.50,290.30,230.50,455.30,423.50,423.60,375.80,128.90,90.00,5.00,2519.80
NAGA MANI MIZO TRIPURA,1905.00,9.10,35.30,306.50,161.70,193.60,339.70,450.10,429.90,320.10,246.40,8.00,27.10,2527.60
NAGA MANI MIZO TRIPURA,1906.00,7.00,71.50,72.50,99.00,302.70,417.40,475.20,439.20,439.10,142.80,44.90,3.20,2514.40
NAGA MANI MIZO TRIPURA,1907.00,39.10,30.40,92.80,189.10,156.00,414.10,400.90,291.40,336.10,114.60,3.90,53.40,2121.70
NAGA MANI MIZO TRIPURA,1908.00,26.40,15.00,4.30,141.10,252.10,360.00,531.50,371.90,317.80,192.60,106.50,0.00,2319.30
NAGA MANI MIZO TRIPURA,1909.00,6.00,4.70,3.10,201.80,235.10,415.30,348.90,540.00,245.80,167.70,71.40,69.00,2308.70
NAGA MANI MIZO TRIPURA,1910.00,26.00,10.90,30.70,138.40,228.00,444.80,405.00,439.80,336.20,196.00,12.30,0.00,2267.90
NAGA MANI MIZO TRIPURA,1911.00,47.30,11.90,102.20,141.30,331.30,444.90,471.50,397.90,287.80,226.00,17.40,0.30,2479.80
NAGA MANI MIZO TRIPURA,1912.00,1.00,36.70,127.80,305.90,222.50,344.70,392.60,394.80,262.80,179.10,34.90,6.10,2308.80
NAGA MANI MIZO TRIPURA,1913.00,4.30,63.40,109.90,138.10,264.10,559.10,509.20,426.70,222.10,202.90,83.60,29.70,2613.20
NAGA MANI MIZO TRIPURA,1914.00,5.00,93.30,129.70,255.90,276.50,342.60,437.40,501.50,262.00,106.00,13.80,105.40,2529.20
NAGA MANI MIZO TRIPURA,1915.00,13.90,35.50,89.40,198.90,448.90,465.20,478.00,510.50,310.40,231.10,37.70,0.40,2819.90
NAGA MANI MIZO TRIPURA,1916.00,13.20,17.50,37.30,212.50,131.80,363.80,491.40,419.30,388.50,417.50,55.00,7.10,2555.00
NAGA MANI MIZO TRIPURA,1917.00,1.30,81.80,25.60,289.10,121.70,356.60,387.30,375.80,371.70,147.90,63.30,0.10,2222.20
NAGA MANI MIZO TRIPURA,1918.00,3.80,6.10,138.60,224.80,361.90,573.80,638.50,569.30,363.90,75.70,52.30,4.50,3013.30
NAGA MANI MIZO TRIPURA,1919.00,17.50,18.10,17.30,151.10,132.70,358.40,403.50,372.90,375.00,111.10,84.80,5.70,2047.90
NAGA MANI MIZO TRIPURA,1920.00,5.10,56.80,272.70,143.70,167.90,363.30,443.60,449.60,326.20,137.00,7.10,2.70,2375.80
NAGA MANI MIZO TRIPURA,1921.00,46.90,24.10,179.20,178.20,271.30,443.80,387.80,382.40,430.70,286.70,4.70,2.40,2638.20
NAGA MANI MIZO TRIPURA,1922.00,8.50,4.50,17.30,119.30,182.10,569.10,479.60,536.60,330.90,170.80,38.20,5.80,2462.60
NAGA MANI MIZO TRIPURA,1923.00,0.00,64.90,13.50,216.20,296.10,506.20,411.90,488.50,374.90,210.90,93.70,8.70,2685.50
NAGA MANI MIZO TRIPURA,1924.00,3.70,45.20,14.10,170.90,295.10,478.60,462.70,482.20,356.20,179.20,213.70,0.10,2701.70
NAGA MANI MIZO TRIPURA,1925.00,43.00,36.40,35.00,195.60,385.50,362.40,461.40,440.30,280.10,170.70,37.00,0.00,2447.50
NAGA MANI MIZO TRIPURA,1926.00,24.00,70.10,155.50,177.10,229.70,361.10,477.60,441.70,287.30,155.60,36.40,47.10,2463.20
NAGA MANI MIZO TRIPURA,1927.00,41.40,103.50,56.30,360.40,245.20,363.80,498.40,456.60,533.90,178.40,48.60,0.80,2887.50
NAGA MANI MIZO TRIPURA,1928.00,4.30,28.50,52.30,65.30,309.00,463.20,397.70,468.30,392.80,272.50,18.40,0.10,2472.40
NAGA MANI MIZO TRIPURA,1929.00,38.30,7.70,48.00,242.70,433.00,859.10,385.00,371.40,314.80,121.70,11.30,26.40,2859.40
NAGA MANI MIZO TRIPURA,1930.00,22.60,53.60,107.50,161.00,223.10,506.60,438.20,385.60,256.70,100.80,230.70,1.00,2487.40
NAGA MANI MIZO TRIPURA,1931.00,2.70,53.00,59.60,109.90,360.60,388.80,520.00,300.40,364.10,209.90,69.20,23.00,2461.10
NAGA MANI MIZO TRIPURA,1932.00,6.10,69.70,99.10,162.20,323.60,600.70,491.20,402.40,376.20,80.40,145.90,4.30,2761.70
NAGA MANI MIZO TRIPURA,1933.00,2.50,19.70,34.30,167.00,298.40,463.40,476.30,603.50,259.60,113.40,9.60,4.10,2451.80
NAGA MANI MIZO TRIPURA,1934.00,16.00,135.10,57.10,191.10,313.20,567.20,618.60,368.30,336.40,227.70,197.30,12.80,3040.80
NAGA MANI MIZO TRIPURA,1935.00,0.60,48.30,43.70,173.30,171.20,547.10,506.40,553.50,339.10,124.80,33.10,2.20,2543.30
NAGA MANI MIZO TRIPURA,1936.00,19.30,73.10,104.60,227.50,489.50,418.30,529.70,507.60,309.40,202.60,22.60,13.00,2917.10
NAGA MANI MIZO TRIPURA,1937.00,0.10,60.00,37.30,85.40,337.10,528.90,490.10,614.80,291.00,207.10,17.90,72.00,2741.60
NAGA MANI MIZO TRIPURA,1938.00,29.20,29.20,133.80,153.60,429.00,494.60,413.60,491.40,441.70,243.90,111.70,0.00,2971.60
NAGA MANI MIZO TRIPURA,1939.00,2.60,59.30,34.50,203.70,274.40,449.60,638.80,333.90,380.80,198.80,30.00,2.00,2608.30
NAGA MANI MIZO TRIPURA,1940.00,0.30,74.60,230.90,35.50,325.60,496.20,458.20,345.70,373.30,131.60,31.40,23.60,2526.70
NAGA MANI MIZO TRIPURA,1941.00,14.10,63.10,34.10,256.60,563.10,689.40,489.50,372.60,288.20,143.30,44.20,7.90,2966.20
NAGA MANI MIZO TRIPURA,1942.00,6.00,15.70,78.70,250.40,305.30,528.70,403.30,461.80,420.80,65.40,143.20,1.50,2680.90
NAGA MANI MIZO TRIPURA,1943.00,68.40,28.80,131.30,143.70,210.30,496.10,422.50,485.20,354.90,84.00,2.20,0.60,2427.90
NAGA MANI MIZO TRIPURA,1944.00,91.40,20.20,69.70,128.60,321.80,670.50,527.90,440.70,490.80,110.50,4.40,0.70,2877.30
NAGA MANI MIZO TRIPURA,1945.00,68.70,60.90,67.70,170.40,354.20,595.30,573.90,509.70,378.80,205.60,13.30,53.30,3051.90
NAGA MANI MIZO TRIPURA,1946.00,0.00,19.10,189.30,237.50,352.40,517.50,647.70,397.90,305.10,311.40,7.70,50.50,3036.20
NAGA MANI MIZO TRIPURA,1947.00,3.00,4.30,44.30,176.00,374.40,723.90,640.50,491.10,415.60,306.00,1.70,29.70,3210.20
NAGA MANI MIZO TRIPURA,1948.00,5.50,65.10,54.30,206.50,468.40,410.30,500.10,472.50,424.20,140.00,71.40,3.70,2822.10
NAGA MANI MIZO TRIPURA,1949.00,8.10,12.60,67.40,370.20,419.60,562.80,507.70,416.90,427.50,177.30,4.20,2.00,2976.30
NAGA MANI MIZO TRIPURA,1950.00,12.30,59.70,79.10,87.80,207.40,407.40,449.40,535.30,255.40,237.50,82.90,8.70,2423.00
